Demographic_Category,Loan Category,Loan_Amount_Issued
SINGLE PARENT,PERSONAL,2400
OVER 50s,PERSONAL,2400
OVER 65s,PERSONAL,2400
OVER 50s,PERSONAL,2304
YOUNG FAMILY,PERSONAL,2300
OVER 50s,PERSONAL,2300
YOUNG SINGLE,PERSONAL,2200
YOUNG SINGLE,PERSONAL,2200
YOUNG FAMILY,PERSONAL,2200
YOUNG FAMILY,PERSONAL,2200
SINGLE PARENT,PERSONAL,2200
OVER 50s,PERSONAL,2200
YOUNG SINGLE,PERSONAL,2150
ADULT SINGLE,PERSONAL,2120
YOUNG SINGLE,PERSONAL,2100
OVER 65s,PERSONAL,2100
ADULT SINGLE,PERSONAL,2050
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG SINGLE,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
YOUNG FAMILY,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
ADULT SINGLE,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
SINGLE PARENT,PERSONAL,2000
OVER 50s,BUSINESS,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 50s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
OVER 65s,PERSONAL,2000
YOUNG SINGLE,PERSONAL,1890
YOUNG FAMILY,PERSONAL,1850
SINGLE PARENT,PERSONAL,1846.24
YOUNG SINGLE,PERSONAL,1800
YOUNG FAMILY,PERSONAL,1800
ADULT SINGLE,PERSONAL,1800
SINGLE PARENT,PERSONAL,1800
OVER 50s,PERSONAL,1800
OVER 65s,PERSONAL,1800
OVER 65s,PERSONAL,1800
YOUNG SINGLE,PERSONAL,1752
YOUNG SINGLE,PERSONAL,1745
YOUNG SINGLE,PERSONAL,1700
YOUNG SINGLE,PERSONAL,1700
YOUNG FAMILY,PERSONAL,1700
YOUNG FAMILY,PERSONAL,1700
YOUNG FAMILY,PERSONAL,1700
SINGLE PARENT,PERSONAL,1700
SINGLE PARENT,PERSONAL,1700
OVER 65s,PERSONAL,1700
YOUNG SINGLE,PERSONAL,1600
YOUNG SINGLE,PERSONAL,1600
YOUNG SINGLE,PERSONAL,1600
SINGLE PARENT,PERSONAL,1600
OVER 50s,PERSONAL,1600
OVER 50s,PERSONAL,1600
OVER 65s,PERSONAL,1600
YOUNG SINGLE,PERSONAL,1575
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
YOUNG FAMILY,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
ADULT SINGLE,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
SINGLE PARENT,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 50s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
OVER 65s,PERSONAL,1500
YOUNG SINGLE,PERSONAL,1400
YOUNG SINGLE,PERSONAL,1400
YOUNG FAMILY,PERSONAL,1400
SINGLE PARENT,PERSONAL,1400
SINGLE PARENT,PERSONAL,1400
SINGLE PARENT,PERSONAL,1400
OVER 50s,PERSONAL,1400
OVER 50s,PERSONAL,1400
OVER 65s,PERSONAL,1400
OVER 65s,PERSONAL,1400
OVER 65s,PERSONAL,1400
ADULT SINGLE,PERSONAL,1350
ADULT SINGLE,PERSONAL,1300
ADULT SINGLE,PERSONAL,1300
OVER 50s,PERSONAL,1300
OVER 50s,PERSONAL,1300
OVER 65s,PERSONAL,1300
OVER 65s,PERSONAL,1300
OVER 50s,PERSONAL,1296
YOUNG SINGLE,PERSONAL,1250
ADULT SINGLE,PERSONAL,1229.96
YOUNG SINGLE,PERSONAL,1200
YOUNG SINGLE,PERSONAL,1200
YOUNG SINGLE,PERSONAL,1200
YOUNG SINGLE,PERSONAL,1200
YOUNG SINGLE,PERSONAL,1200
YOUNG FAMILY,PERSONAL,1200
YOUNG FAMILY,PERSONAL,1200
YOUNG FAMILY,PERSONAL,1200
YOUNG FAMILY,PERSONAL,1200
YOUNG FAMILY,PERSONAL,1200
ADULT SINGLE,PERSONAL,1200
ADULT SINGLE,PERSONAL,1200
SINGLE PARENT,PERSONAL,1200
SINGLE PARENT,PERSONAL,1200
SINGLE PARENT,PERSONAL,1200
SINGLE PARENT,PERSONAL,1200
SINGLE PARENT,PERSONAL,1200
SINGLE PARENT,PERSONAL,1200
SINGLE PARENT,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 50s,PERSONAL,1200
OVER 65s,PERSONAL,1200
OVER 65s,PERSONAL,1200
OVER 65s,PERSONAL,1200
OVER 65s,PERSONAL,1200
OVER 65s,PERSONAL,1200
YOUNG SINGLE,PERSONAL,1100
YOUNG SINGLE,PERSONAL,1100
YOUNG SINGLE,PERSONAL,1100
SINGLE PARENT,PERSONAL,1100
OVER 50s,PERSONAL,1100
OVER 50s,PERSONAL,1100
OVER 65s,PERSONAL,1100
OVER 65s,PERSONAL,1093.54
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG SINGLE,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
YOUNG FAMILY,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
ADULT SINGLE,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
SINGLE PARENT,PERSONAL,1000
OVER 50s,BUSINESS,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 50s,PERSONAL,1000
OVER 65s,BUSINESS,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
OVER 65s,PERSONAL,1000
